"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
82889.6,54911.8,73.9141,58.6948,221.465,1.19716
64993.8,47140.1,37.4789,28.3208,180.858,1.20317
92682.4,41798.3,13.4058,-0.807664,202.085,1.20896
50524.4,42395.8,171.432,40.6017,228.647,1.21424
47117.2,36858.2,40.3265,10.5617,207.934,1.21761
31912.2,36889.8,23.6556,12.3441,119.299,1.22055
70313.1,41865.9,41.621,7.85517,225.733,1.22063
61180.5,42235.1,37.9448,29.8393,196.374,1.23236
61921.3,54271.9,48.3521,18.4176,219.402,1.23273
131675,67648.6,81.5032,51.8272,329.416,1.23651
70533.4,60035.4,47.8344,47.7991,267.971,1.23994
73001.9,38517,48.7664,2.64032,240.505,1.24084
46107.8,22767.2,20.4977,15.1828,108.381,1.24229
41362.3,34448.7,24.7428,6.20487,185.653,1.24353
49969.8,32010.1,32.5603,7.98719,138.777,1.24706
59569.1,55155.5,45.8668,25.6799,240.079,1.24765
101697,56658,17.5988,5.34673,235.395,1.25279
133032,64670.7,20.9636,19.4739,353.856,1.25547
100730,74401.1,125.676,81.9027,371.048,1.25939
68875.1,30535.3,28.9362,36.9041,188.085,1.26324
40145.1,16340.1,33.078,11.4859,105.848,1.26482
111952,80918.6,58.0349,90.4304,360.335,1.26548
71623.9,49643.7,71.7217,10.2316,205.723,1.26813
78755,69005.2,85.5729,60.6759,304.599,1.26969
57362.2,25892.4,16.9258,10.2316,115.469,1.273
68400.3,41135,10.8177,17.8235,110.118,1.27328
60868,40930.5,52.5463,15.975,246.177,1.27512
53092.8,33645.7,39.8088,48.7236,125.509,1.276
99334.3,48767.4,62.891,49.9122,256.022,1.27764
94353.8,58258.3,40.0677,75.8415,311.69,1.27767
107471,48830.4,32.7156,7.65713,279.264,1.27931
65667.2,35881.3,25.3122,25.944,178.209,1.28522
92759.3,33601.8,38.4108,2.90436,145.473,1.28849
66906.9,35245.2,57.9326,38.1587,176.992,1.2925
101277,58091.2,30.4376,34.2631,202.87,1.29436
79061.5,35125.2,21.5331,6.60094,182.218,1.29459
60062.9,42106.1,17.8058,53.346,177.135,1.29528
91057.5,61782.7,60.1824,26.5382,261.752,1.29752
45032.7,32404.9,33.2333,48.9217,159.635,1.3092
93078.6,53129.6,44.1063,15.7109,233.549,1.30937
37929.1,21914.1,73.0984,6.27088,127.602,1.31034
89119.6,54874.6,46.6952,27.4625,285.607,1.31413
50831.2,43698.5,6.78028,24.2274,220.042,1.31473
108955,72732,82.4192,28.0567,345.766,1.31515
60138.8,34342.5,24.2251,18.2196,222.888,1.31679
90767.8,30490,12.1635,39.6773,134.021,1.31898
126319,73984.4,68.1505,11.6179,373.202,1.31967
38442.6,27449,23.8109,28.2548,143.242,1.32135
72134.4,46610,20.1871,18.6157,290.959,1.32188
48007.6,32435.7,56.8442,15.3148,201.657,1.3236
88253.4,75724.4,85.3695,6.4029,373.688,1.32581
113022,56066,46.4881,14.4566,223.386,1.32636
110811,59978.1,39.6017,17.7574,317.721,1.32725
78215.4,46068.5,27.9008,63.1854,185.367,1.32793
83012.9,47577.9,81.3505,37.1022,249.933,1.32883
65693.3,51095,29.7646,34.2631,256.588,1.32994
126246,68724.4,54.2551,34.9894,311.9,1.33262
115236,64544.6,42.8118,34.5932,319.192,1.33604
44994.9,37957.7,32.1461,11.6179,158.702,1.33971
80274.2,83427.6,74.2709,14.6546,435.491,1.33984
84782.2,59044.1,39.6535,5.47875,273.126,1.34226
49157.2,31326.1,35.615,44.8937,200.015,1.34288
36907.9,26027.4,29.8681,15.975,135.535,1.34368
120015,67174.2,84.861,77.4715,358.385,1.34541
80890.9,34497.3,34.683,11.2218,193.874,1.34691
72957.3,38910.5,41.1032,22.3128,259.63,1.3488
79240.7,39643.8,15.994,33.2066,218.405,1.35263
80748.8,39394.6,39.4981,33.8009,180.214,1.35272
93048.7,74566.9,60.5402,20.5302,344.58,1.35363
77826.2,38027.6,37.9448,11.5519,191.802,1.35693
136304,83827.2,54.8765,70.978,396.919,1.35764
55478.1,26433.2,24.3804,22.5108,121.683,1.35884
113401,81886.1,65.8534,14.2585,314.636,1.36116
90786.3,32429.4,16.5635,20.5302,228.789,1.36527
109384,50378.2,83.5894,23.5672,263.095,1.36594
73892.9,41918.8,79.6198,48.9217,233.336,1.366
106034,56343.1,44.1063,25.2837,232.626,1.36678
66094,30956.9,34.8383,44.8937,134.67,1.36839
71637.3,32954,22.672,0.132015,132.94,1.37635
117249,68062.4,94.4633,15.909,320.804,1.37676
41620.5,50880.3,20.8601,15.3808,184.222,1.38533
45443,38225.4,39.9641,52.6856,109.828,1.40072
37038.9,23144.9,23.7074,-29.3244,152.666,1.40717
99452.8,55430.8,37.9966,73.6857,323.956,1.40766
109922,59417.5,52.2356,38.2907,315.898,1.40882
74077.9,44458.7,27.2795,3.03638,175.989,1.41166
59632.7,45294.2,66.415,37.7625,209.787,1.41252
135445,86201.1,77.8375,36.574,492.386,1.41621
85021.8,33467.1,30.127,32.8105,223.386,1.41879
39471.5,35930.5,66.8745,10.6277,195.374,1.42205
39363.2,33394,44.5205,10.8918,124.86,1.42507
96717.9,78352.2,36.3398,43.6391,386.875,1.42631
