"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
35253.2,22835.5,36.1327,-6.27493,86.1299,1.31116
98952.3,56628.9,56.7924,5.01668,283.564,1.31209
44337.5,27943.5,13.6646,37.5644,126.159,1.31365
63871.6,46247,24.1215,82.8147,182.29,1.31513
59393.8,33949.7,67.8954,17.1633,176.204,1.31686
42564.8,29416.5,41.2067,18.1536,178.066,1.32512
65951,26198.8,93.5496,51.7611,187.584,1.32753
81862.4,40959.5,68.5078,33.6028,200.158,1.33598
115615,69794.5,35.8738,14.2585,330.045,1.33907
88313,56650.9,39.757,18.6157,213.35,1.34879
108130,59737,23.7591,8.25124,223.599,1.35182
44651.5,23761.5,49.2842,-1.9881,167.1,1.35444
53742.1,29252.2,25.5711,6.86499,198.159,1.36014
102698,55734.8,47.8344,43.441,239.37,1.36374
109005,72183.6,69.6303,28.1887,359.569,1.36773
91465.1,44720.6,178.965,30.6977,190.015,1.37942
92565.6,35906,29.0398,-23.795,204.297,1.3836
94275.1,45362.5,3436.43,37.9606,274.749,1.38472
73568.1,45920.7,1518.76,2.37629,197.303,1.3872
96295.2,51412.1,19.1518,-8.01451,218.121,1.38815
37519.6,26157.8,44.9347,7.19504,122.549,1.38893
39696.9,28252.8,37.9448,13.2683,184.723,1.39295
76117.9,46792.2,22.4132,21.7846,224.524,1.39692
49609.6,31177.5,14.3376,9.1094,151.731,1.40141
53910.3,37781,52.8052,43.243,128.684,1.40174
35500.5,55252.8,40.5337,21.4545,241.143,1.40327
46609.6,36094,50.4233,21.6526,200.23,1.40805
73702.1,46909.9,13.4576,14.3246,178.925,1.40936
85393.9,67771.2,3221.07,26.4721,280.039,1.41081
80508,45407.8,77.0225,11.0238,232.626,1.41322
66531.6,41482.3,40.1712,29.8393,199.801,1.41395
66948.3,41353.5,324.07,15.6449,180.644,1.41647
68326,71551.6,100.144,13.7304,294.407,1.41905
111841,65910.5,41.4656,25.2177,334.381,1.42207
41704.1,28028.1,40.0159,18.4836,123.488,1.42244
110147,59890.5,49.802,9.83555,322.625,1.42376
57894.3,61937.3,83.6402,52.1573,275.243,1.42652
81186.3,57765.1,60.6936,31.1598,306.777,1.43144
76223.5,32276.3,59.8245,17.8235,166.526,1.4356
40261.5,31976.1,33.4922,27.1984,141.154,1.43848
53988.7,23842,22.5685,8.44928,113.083,1.44139
66301.2,48813.1,44.3652,40.6017,212.139,1.44502
63593.3,43904.7,53.0641,18.2856,173.768,1.44737
60127.8,44475.9,134.692,25.6139,155.541,1.45105
42514.3,62260.3,42.553,9.76954,272.843,1.45399
44842.8,31987.8,3.51946,20.2662,111.926,1.45527
65346.5,56748.6,58.6997,19.2099,246.107,1.45616
50341,27760.9,17.4952,30.3015,122.983,1.45767
103941,52913.9,42.6047,87.5675,271.361,1.45801
90983.9,56079.8,14.6999,13.2683,278.558,1.46178
27215.7,18016.8,30.8518,0.52806,41.3184,1.46184
76623.2,45250.4,52.8052,14.0605,191.016,1.46254
